Location,Latitude,Longitude,Area_ID,Reporting_District_no,Part 1-2,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Weapon_Used_Code,Status,Crime_Category,Hours_Occurred,Reported_Year,Reported_Month,Reported_Weekday,Occurred_Day,Occurred_Weekday,Modus_Operandi_num_code,Time_Difference_Log
5100    ROCKLAND                     AV,34.1393,-118.2152,11,1105,2,30,F,W,501,0.0,IC,Fraud and White-Collar Crimes,8.483333333333333,2020,5,6,23,5,1,3.2188758248682006
1300 N  VERMONT                      AV,34.0956,-118.2918,11,1162,1,56,M,H,108,500.0,AA,Violent Crimes,12.0,2020,8,6,16,6,6,0.0
14200    FRIAR                        ST,34.1857,-118.4422,9,935,2,57,M,H,501,500.0,AA,Property Crimes,17.5,2020,1,6,5,6,3,0.0
2600    ARLINGTON                    AV,34.0322,-118.3177,3,315,1,0,,,101,0.0,IC,Property Crimes,14.0,2020,8,6,30,3,1,4.290459441148391
7100    ALABAMA                      AV,34.1992,-118.5991,21,2146,2,31,F,O,501,400.0,IC,Violent Crimes,10.583333333333334,2020,9,1,22,1,2,0.0
15200    VALLEY VISTA                 BL,34.1485,-118.4649,9,991,1,61,M,W,707,0.0,IC,Property Crimes,3.1,2020,5,0,17,6,5,3.2188758248682006
9600    REGENT                       ST,34.0272,-118.3977,14,1409,1,0,,,101,0.0,IC,Property Crimes,20.5,2020,1,1,13,0,1,3.2188758248682006
6500    MARYLAND                     DR,34.0675,-118.3693,7,732,1,47,M,O,501,0.0,AO,Property Crimes,18.0,2020,8,4,12,2,4,3.8918202981106265
4100 S  WESTERN                      AV,34.0099,-118.3089,3,395,2,0,X,X,501,0.0,IC,Crimes against Public Order,8.5,2020,4,5,18,5,1,0.0
UNION,34.0573,-118.2686,2,257,1,45,M,B,101,400.0,IC,Violent Crimes,3.0,2020,7,2,22,2,10,0.0
800 W  65TH                         ST,33.9801,-118.2871,12,1248,2,64,F,B,502,400.0,IC,Violent Crimes,5.0,2020,12,0,7,0,3,0.0
11100    RIVERSIDE                    DR,34.1524,-118.3728,15,1566,1,37,F,H,707,0.0,IC,Property Crimes,2.3333333333333335,2020,4,2,29,2,1,0.0
6900    10TH                         AV,33.9765,-118.328,12,1251,1,0,,,101,0.0,IC,Property Crimes,7.0,2020,3,6,8,6,1,0.0
10200    PLAINVIEW                    AV,34.2545,-118.2979,16,1657,2,56,F,W,501,400.0,IC,Violent Crimes,21.0,2020,10,1,20,1,7,0.0
6600 W  SUNSET                       BL,34.098,-118.3335,6,646,1,23,M,W,707,400.0,IC,Property Crimes,18.25,2021,1,4,31,3,3,3.2188758248682006
1000 S  HOPE                         ST,34.0423,-118.263,1,182,2,51,M,B,502,0.0,AO,Crimes against Public Order,9.5,2020,5,3,27,2,3,3.2188758248682006
12000 S  MAIN                         ST,33.9235,-118.2739,18,1862,2,0,X,X,118,0.0,IC,Property Crimes,15.5,2020,9,1,31,0,4,3.2188758248682006
SAN PEDRO                    AV,33.9711,-118.2629,12,1259,1,47,F,H,101,307.0,AA,Violent Crimes,2.25,2020,6,6,28,6,2,0.0
1300    BROAD                        AV,33.7889,-118.2615,5,517,1,61,M,W,122,0.0,AA,Property Crimes,14.0,2020,5,3,21,3,3,0.0
7800    LEDGE                        AV,34.2118,-118.3575,16,1698,1,39,M,W,203,500.0,AA,Property Crimes,21.5,2020,3,4,20,4,5,0.0
43RD                         PL,34.0048,-118.2609,13,1353,1,0,,,101,0.0,IC,Property Crimes,14.0,2020,1,6,17,4,1,3.8918202981106265
7000    ALVERN                       ST,33.9762,-118.3767,14,1469,1,25,M,W,502,0.0,IC,Property Crimes,13.083333333333334,2020,9,2,11,4,2,6.124683390894205
2200 W  6TH                          ST,34.0601,-118.2761,2,245,1,32,M,H,109,302.0,IC,Violent Crimes,3.0,2020,7,0,6,0,5,0.0
500 S  RAMPART                      BL,34.0644,-118.28,2,251,2,0,M,B,502,500.0,AO,Violent Crimes,14.166666666666666,2020,11,0,30,0,6,0.0
5900    RESEDA                       BL,34.1769,-118.5384,10,1043,1,30,F,W,502,0.0,IC,Property Crimes,11.033333333333333,2020,8,5,3,0,4,4.795790545596741
6300    FALLBROOK                    AV,34.1846,-118.6234,21,2143,1,50,M,W,404,0.0,AO,Property Crimes,17.583333333333332,2020,5,4,19,1,3,4.290459441148391
8700    BELLANCA                     AV,33.9587,-118.3805,14,1488,2,0,X,X,203,0.0,IC,Fraud and White-Collar Crimes,19.75,2020,5,5,23,0,2,7.167809184316444
WILSHIRE,34.0562,-118.2719,2,256,1,53,F,H,101,0.0,IC,Property Crimes,4.0,2020,2,3,13,3,4,0.0
1800 S  SYCAMORE                     AV,34.0414,-118.3506,7,774,2,49,M,B,104,400.0,AO,Violent Crimes,13.75,2020,10,3,1,3,3,0.0
500 W  7TH                          ST,33.7365,-118.2923,5,565,2,43,F,H,108,400.0,AA,Violent Crimes,19.25,2020,3,4,20,4,4,0.0
GRIFFITH PARK                DR,34.118,-118.2707,11,1122,1,21,F,H,108,0.0,IC,Property Crimes,20.5,2020,7,1,27,0,2,3.2188758248682006
13100    COURBET                      LN,34.3074,-118.5053,17,1705,1,29,M,O,101,102.0,IC,Violent Crimes,22.583333333333332,2020,12,5,25,4,10,3.2188758248682006
1300    ECHO PARK                    AV,34.0768,-118.2573,11,1184,1,0,,,101,0.0,IC,Property Crimes,20.0,2020,6,5,2,1,1,4.574710978503383
3600    COLONIAL                     AV,34.008,-118.4383,14,1434,1,47,F,A,501,500.0,IC,Property Crimes,19.75,2020,7,4,10,4,3,0.0
5200    ALMONT                       ST,34.0911,-118.1678,4,409,2,37,F,H,501,0.0,AA,Crimes against Public Order,16.75,2020,7,6,11,5,3,3.2188758248682006
2000 W  MANCHESTER                   AV,33.96,-118.3134,12,1273,1,22,M,H,108,113.0,IC,Property Crimes,15.0,2020,1,3,9,3,9,0.0
5400 W  HOLLYWOOD                    BL,34.1018,-118.3071,6,648,2,19,M,W,503,400.0,JA,Violent Crimes,2.5,2020,6,0,1,0,3,0.0
BOYD,34.046,-118.2417,1,138,1,29,M,A,101,0.0,IC,Property Crimes,20.916666666666668,2020,2,2,11,1,5,3.2188758248682006
3RD                          ST,34.0719,-118.3614,7,723,1,0,F,X,101,500.0,IC,Violent Crimes,16.25,2020,5,5,30,5,6,0.0
S  MAIN                         ST,33.9679,-118.2739,12,1258,1,13,F,H,102,114.0,IC,Violent Crimes,14.75,2020,2,2,19,2,4,0.0
100 W  61ST                         ST,33.9843,-118.2739,13,1383,1,0,,,101,0.0,IC,Property Crimes,21.5,2020,2,3,26,6,1,6.645090969505644
7500    WOODMAN                      AV,34.2069,-118.4312,9,909,2,51,M,H,502,400.0,AO,Violent Crimes,18.25,2020,2,1,17,0,2,3.2188758248682006
CHASE                        ST,34.2247,-118.4574,19,1984,1,0,,,101,0.0,IC,Property Crimes,15.0,2020,3,1,3,1,1,5.1298987149230735
500 W  85TH                         ST,33.9611,-118.2827,12,1267,1,0,,,101,0.0,IC,Property Crimes,8.0,2020,8,1,21,4,1,4.574710978503383
2800    LANCASTER                    AV,34.0572,-118.1942,4,448,1,0,,,101,0.0,IC,Property Crimes,14.0,2020,12,1,14,0,1,3.2188758248682006
21200    KITTRIDGE                    ST,34.1912,-118.5941,21,2157,2,36,M,X,702,0.0,IC,Fraud and White-Collar Crimes,14.0,2020,2,2,22,5,3,4.574710978503383
17800    MAGNOLIA                     BL,34.1654,-118.522,10,1065,1,46,F,H,501,400.0,AA,Property Crimes,1.8333333333333335,2020,8,5,1,5,10,0.0
600 S  BROADWAY,34.0459,-118.2526,1,153,2,32,M,B,405,400.0,IC,Violent Crimes,16.416666666666668,2020,12,3,17,3,4,0.0
10900    ROSE                         AV,34.0237,-118.4191,14,1428,1,47,F,W,502,0.0,IC,Property Crimes,12.0,2020,10,5,17,5,1,0.0
2400    ARMSTRONG                    AV,34.1003,-118.261,11,1144,1,0,,,101,0.0,IC,Property Crimes,19.0,2020,7,3,9,3,1,5.820082930352362
11200    RICHLAND                     AV,34.0324,-118.4337,8,893,1,31,M,W,123,0.0,IC,Property Crimes,20.0,2020,5,4,30,3,5,3.2188758248682006
1300 S  BURLINGTON                   AV,34.0451,-118.2792,2,295,1,76,F,H,104,400.0,IC,Property Crimes,13.75,2020,8,0,28,4,5,4.290459441148391
9600    WHITE OAK                    AV,34.2375,-118.5227,17,1787,1,82,M,W,101,102.0,IC,Violent Crimes,19.833333333333332,2020,1,0,27,0,7,0.0
4200    CAMINO REAL,34.0987,-118.2144,11,1158,1,25,M,H,101,0.0,IC,Property Crimes,19.0,2020,4,2,30,0,1,3.8918202981106265
1500 S  PACIFIC                      AV,33.7321,-118.295,5,563,2,0,X,X,702,0.0,IC,Property Crimes,21.5,2020,2,1,13,3,5,4.795790545596741
200 S  SAN PEDRO                    ST,34.0487,-118.242,1,138,1,0,M,W,701,0.0,IC,Property Crimes,15.0,2020,12,5,25,4,4,3.2188758248682006
WILSHIRE,34.0462,-118.2585,1,162,2,39,M,W,101,511.0,IC,Crimes against Public Order,12.333333333333334,2020,11,1,3,1,3,0.0
7900 S  MAIN                         ST,33.967,-118.2739,12,1268,1,42,X,X,108,500.0,IC,Violent Crimes,21.833333333333332,2020,9,2,30,2,4,0.0
7300 N  FIGUEROA                     ST,34.1457,-118.185,11,1109,1,0,X,X,210,0.0,IC,Property Crimes,0.9166666666666666,2020,9,2,16,2,2,0.0
3500    UNION PACIFIC                AV,34.0166,-118.2028,4,499,2,41,M,H,104,0.0,IC,Property Crimes,2.0,2020,5,0,11,0,1,0.0
300    WITMER                       ST,34.0589,-118.2636,2,248,1,26,F,H,502,400.0,IC,Violent Crimes,21.666666666666668,2020,12,1,1,1,10,0.0
1400 W  37TH                         ST,34.021,-118.3029,3,356,2,16,F,H,501,500.0,IC,Crimes against Persons,10.0,2020,9,2,15,5,5,6.398594934535208
4100    SOMERSET                     DR,34.0116,-118.3412,3,363,2,26,F,B,502,400.0,IC,Violent Crimes,9.0,2020,1,4,24,4,3,0.0
BALBOA                       BL,34.1866,-118.5011,10,1028,2,47,M,W,101,307.0,AO,Property Crimes,16.166666666666668,2020,12,3,17,3,4,0.0
6000    FAYETTE                      ST,34.1191,-118.1874,11,1127,1,55,M,B,502,205.0,AO,Violent Crimes,11.083333333333334,2020,6,5,6,5,3,0.0
1800    MICHIGAN                     AV,34.0498,-118.2196,4,453,2,44,F,H,501,0.0,AO,Crimes against Public Order,2.5,2020,11,0,9,3,1,8.607582191143917
3200 E  1ST                          ST,34.0379,-118.1967,4,468,1,21,F,H,101,0.0,IC,Property Crimes,3.1666666666666665,2020,12,6,20,6,4,0.0
1300 E  42ND                         ST,34.0076,-118.2521,13,1346,2,58,F,B,502,0.0,IC,Fraud and White-Collar Crimes,0.75,2020,2,1,6,3,1,4.795790545596741
1400 W  84TH                         PL,33.9618,-118.3025,12,1265,1,55,M,B,501,0.0,AO,Property Crimes,14.0,2020,12,2,28,0,6,3.8918202981106265
3000    WYNWOOD                      LN,34.0248,-118.2139,4,489,2,11,F,H,502,400.0,IC,Crimes against Persons,9.0,2023,12,3,1,3,1,10.247963389017864
1300 E  103RD                        ST,33.9433,-118.2514,18,1835,1,0,,,101,0.0,IC,Property Crimes,17.0,2020,11,2,1,6,1,4.290459441148391
25800    VERMONT                      AV,33.7895,-118.2934,5,513,1,67,M,W,109,0.0,IC,Property Crimes,6.25,2020,7,4,23,3,2,3.2188758248682006
VERMONT,34.0618,-118.2916,20,2027,2,20,M,H,101,400.0,IC,Violent Crimes,15.333333333333334,2020,3,1,24,1,4,0.0
2000 W  MANCHESTER                   AV,33.9636,-118.3112,12,1263,2,51,F,A,101,0.0,IC,Fraud and White-Collar Crimes,21.0,2020,8,1,16,6,3,3.8918202981106265
54TH                         ST,33.9933,-118.3089,12,1213,1,51,M,B,101,207.0,IC,Violent Crimes,14.666666666666666,2020,9,4,18,4,9,0.0
6200 W  3RD                          ST,34.0708,-118.3563,7,734,1,0,M,O,203,0.0,IC,Property Crimes,15.916666666666666,2020,9,2,3,3,1,5.746203190540153
400 W  40TH                         ST,33.7079,-118.2864,5,589,2,51,F,W,122,0.0,IC,Property Crimes,11.0,2020,11,6,28,5,2,3.2188758248682006
800 N  ALAMEDA                      ST,34.0561,-118.2375,1,119,2,55,F,X,834,400.0,IC,Violent Crimes,4.75,2020,6,1,30,1,5,0.0
500 W  74TH                         ST,33.9727,-118.2827,12,1256,1,34,F,B,502,200.0,IC,Crimes against Public Order,0.016666666666666666,2020,4,0,6,0,5,0.0
14100    POLK                         ST,34.3156,-118.4408,19,1917,2,68,M,W,702,0.0,IC,Property Crimes,15.0,2020,5,0,2,5,1,5.37989735354046
1200 W  69TH                         ST,33.977,-118.2981,12,1245,1,19,M,B,501,200.0,AO,Violent Crimes,22.0,2020,7,0,20,0,6,0.0
1200 E  6TH                          ST,34.0382,-118.2384,1,159,1,32,M,B,516,512.0,IC,Violent Crimes,10.5,2020,2,2,5,2,6,0.0
800 S  BONNIE BRAE                  ST,34.0547,-118.2772,2,265,2,37,F,H,502,511.0,JA,Crimes against Public Order,23.833333333333332,2020,6,4,5,4,7,0.0
12900    FILMORE                      ST,34.277,-118.4143,16,1602,2,0,X,X,203,0.0,IC,Fraud and White-Collar Crimes,20.416666666666668,2020,12,5,29,6,2,4.976733742420574
11100    BURBANK                      BL,34.1758,-118.3746,15,1538,1,22,M,H,401,400.0,AA,Property Crimes,16.166666666666668,2020,9,6,13,6,8,0.0
1400 S  WESTGATE                     AV,34.0431,-118.4599,8,842,2,35,M,H,502,400.0,AO,Violent Crimes,21.0,2020,6,6,27,5,4,3.2188758248682006
8700    LINCOLN                      BL,33.9568,-118.429,14,1483,2,22,M,H,203,400.0,IC,Violent Crimes,15.083333333333334,2020,7,3,16,3,1,0.0
6400    WEST                         BL,33.981,-118.3352,12,1241,2,45,F,B,203,400.0,IC,Violent Crimes,10.666666666666666,2020,11,2,25,2,6,0.0
1400 W  SUNSET                       BL,34.0742,-118.2519,2,218,1,28,M,O,101,0.0,IC,Property Crimes,22.0,2020,6,6,6,5,6,3.2188758248682006
3100    HELMS                        AV,34.0312,-118.3852,8,899,1,0,,,101,0.0,IC,Property Crimes,20.5,2020,9,2,9,2,1,5.820082930352362
24600    BROAD                        AV,33.8028,-118.2623,5,518,1,28,M,H,501,0.0,IC,Property Crimes,4.916666666666667,2020,5,5,16,5,2,0.0
42ND                         ST,34.0075,-118.2653,13,1344,1,0,,,101,0.0,IC,Property Crimes,22.0,2020,7,6,4,5,1,3.2188758248682006
10500    ZELZAH                       AV,34.2613,-118.5234,17,1745,2,17,F,A,721,400.0,IC,Violent Crimes,21.616666666666667,2020,2,4,7,4,3,0.0
8500 S  BROADWAY,33.961,-118.2783,12,1268,1,0,,,101,0.0,IC,Property Crimes,6.0,2020,8,6,2,6,1,0.0
600 N  AVENUE 50,34.1109,-118.2016,11,1137,1,5,F,H,501,400.0,AA,Violent Crimes,19.0,2021,11,0,4,4,4,9.273972232220956
00    DRIFTWOOD                    ST,33.9772,-118.4646,14,1452,2,41,M,W,501,0.0,IC,Fraud and White-Collar Crimes,9.25,2020,9,0,14,0,1,0.0
8500    BURTON                       WY,34.0711,-118.3764,7,721,1,33,F,W,502,400.0,AO,Violent Crimes,6.5,2020,4,2,29,2,3,0.0
400 E  109TH                        ST,33.9374,-118.2681,18,1844,2,29,M,B,101,400.0,IC,Violent Crimes,15.0,2020,1,4,17,4,5,0.0
13000    SATICOY                      ST,34.207,-118.4163,15,1501,1,37,M,H,406,511.0,IC,Property Crimes,16.0,2020,9,2,2,2,1,0.0
700    ROSE                         AV,34.0003,-118.4698,14,1414,1,65,M,W,710,0.0,IC,Property Crimes,13.25,2021,1,4,9,0,3,7.149131598557407
CRENSHAW                     BL,34.0088,-118.3351,3,363,2,41,F,B,801,400.0,AO,Violent Crimes,15.5,2020,12,1,29,1,7,0.0
2800    VIA CABRILLO MARINA,33.7175,-118.2826,5,589,2,51,F,H,503,511.0,IC,Crimes against Public Order,16.75,2020,8,5,15,5,3,0.0
4300    WOODLAWN                     AV,34.0057,-118.2728,13,1354,1,47,M,H,501,102.0,IC,Violent Crimes,17.0,2020,2,4,20,3,3,3.2188758248682006
900    ELDEN                        AV,34.053,-118.2877,20,2058,1,0,,,108,0.0,IC,Property Crimes,0.9166666666666666,2020,11,3,19,3,1,0.0
1100 W  WASHINGTON                   BL,34.0423,-118.2804,2,295,1,0,,,101,0.0,IC,Property Crimes,18.75,2020,10,3,8,3,1,0.0
1400 S  NORTON                       AV,34.0459,-118.3243,7,767,2,56,F,W,501,0.0,IC,Fraud and White-Collar Crimes,14.0,2020,5,0,17,6,1,3.2188758248682006
20200    KESWICK                      ST,34.2096,-118.5732,21,2128,1,58,M,W,707,0.0,IC,Property Crimes,0.5,2020,4,1,26,6,2,3.8918202981106265
700    EL CENTRO                    AV,34.0835,-118.3244,6,676,1,44,F,W,108,0.0,IC,Property Crimes,18.0,2020,2,6,13,3,4,4.290459441148391
54TH                         ST,33.9939,-118.2521,13,1375,2,52,F,H,122,0.0,IC,Property Crimes,15.166666666666666,2020,11,6,22,6,2,0.0
800 N  CRESCENT HEIGHTS             BL,34.0855,-118.3659,7,701,1,40,F,O,501,0.0,IC,Property Crimes,16.0,2020,2,2,24,4,1,5.666426688112432
6000 N  LANKERSHIM                   BL,34.1794,-118.3834,15,1526,2,25,F,H,142,0.0,AA,Property Crimes,21.916666666666668,2020,4,6,26,6,1,0.0
15500    ROSCOE                       BL,34.2267,-118.4704,19,1981,2,0,M,O,108,0.0,AA,Property Crimes,19.5,2020,11,2,4,2,2,0.0
13600    FELLOWS                      AV,34.3191,-118.4613,19,1902,2,29,F,H,501,0.0,AO,Crimes against Public Order,21.666666666666668,2020,3,6,8,6,1,0.0
200 S  JUANITA                      AV,34.0704,-118.2898,20,2019,2,24,F,W,102,400.0,IC,Violent Crimes,21.5,2020,5,4,8,4,7,0.0
100 S  ALAMEDA                      ST,34.0482,-118.2381,1,139,2,38,M,O,502,0.0,IC,Property Crimes,1.3333333333333333,2020,12,1,15,1,3,0.0
14700    BLYTHE                       ST,34.2152,-118.451,19,1995,2,43,F,H,502,0.0,AA,Crimes against Public Order,1.5833333333333335,2020,9,2,23,2,2,0.0
5800 S  VERMONT                      AV,33.9863,-118.2881,12,1239,1,0,X,X,403,0.0,IC,Property Crimes,18.383333333333333,2020,4,4,16,3,3,3.2188758248682006
3000    PALMER                       DR,34.1335,-118.2307,11,1112,2,21,M,W,501,511.0,IC,Crimes against Public Order,2.2333333333333334,2020,9,3,24,3,2,0.0
6TH,34.0417,-118.2444,1,157,1,56,M,B,102,207.0,IC,Violent Crimes,19.5,2020,9,2,2,2,5,0.0
8400 S  FIGUEROA                     ST,33.9627,-118.2827,12,1267,1,68,M,B,505,506.0,AA,Violent Crimes,9.5,2020,8,6,23,6,9,0.0
700 E  118TH                        PL,33.9256,-118.2622,18,1864,2,23,F,H,502,400.0,IC,Violent Crimes,22.5,2020,10,2,6,1,7,3.2188758248682006
900    LINCOLN                      BL,33.9986,-118.4623,14,1415,2,0,X,X,402,0.0,AA,Fraud and White-Collar Crimes,0.5,2020,3,3,17,0,1,6.013715156042802
400    CULVER                       BL,33.9607,-118.4463,14,1472,2,32,F,B,101,400.0,IC,Violent Crimes,15.0,2020,10,1,19,0,3,3.2188758248682006
400 N  SYCAMORE                     AV,34.0783,-118.3429,7,717,1,34,F,W,501,0.0,AA,Property Crimes,13.3,2020,11,3,12,3,1,0.0
8700    FOOTHILL                     BL,34.2598,-118.3224,16,1636,2,0,M,W,210,400.0,IC,Violent Crimes,1.0,2020,12,4,23,2,4,3.8918202981106265
17100    VANOWEN                      ST,34.1939,-118.5055,10,1037,2,12,F,H,720,400.0,IC,Violent Crimes,12.6,2020,1,4,30,3,6,3.2188758248682006
800 S  SERRANO                      AV,34.0577,-118.3066,20,2033,1,50,M,B,101,0.0,IC,Property Crimes,1.0,2020,5,5,30,5,3,0.0
MATEO                        ST,34.0326,-118.2323,13,1309,2,62,M,B,103,400.0,IC,Violent Crimes,21.0,2020,11,0,30,0,4,0.0
600 S  ALVARADO                     ST,34.0593,-118.275,2,246,1,63,F,H,102,0.0,IC,Property Crimes,11.5,2020,12,6,6,6,5,0.0
3200    CHAPMAN                      ST,34.1196,-118.246,11,1124,1,36,F,H,502,205.0,JA,Violent Crimes,16.333333333333332,2020,2,3,27,3,5,0.0
12700 W  JEFFERSON                    BL,33.9775,-118.4176,14,1464,1,0,,,108,0.0,IC,Property Crimes,16.0,2020,9,2,22,1,1,3.2188758248682006
300 W  5TH                          ST,34.0481,-118.2507,1,153,2,26,F,B,502,0.0,AO,Crimes against Public Order,21.5,2020,2,0,23,6,2,3.2188758248682006
18300    ROSCOE                       BL,34.2208,-118.5317,10,1004,2,0,M,W,122,0.0,IC,Property Crimes,3.6666666666666665,2020,3,4,6,4,2,0.0
500 W  OPP                          ST,33.7868,-118.2658,5,516,2,0,M,O,708,0.0,AA,Property Crimes,21.4,2020,6,1,16,1,3,0.0
1200 S  LAKE                         ST,34.0481,-118.2836,2,281,2,52,F,H,101,400.0,AO,Violent Crimes,21.083333333333332,2020,10,1,27,1,5,0.0
20100    VANOWEN                      ST,34.1938,-118.5719,21,2148,1,35,M,X,503,109.0,AA,Violent Crimes,2.5833333333333335,2020,10,3,15,3,4,0.0
INGRAHAM                     ST,34.0517,-118.2637,2,249,1,37,X,X,108,0.0,IC,Property Crimes,17.0,2020,8,4,19,2,4,3.8918202981106265
VERMONT                      AV,34.0055,-118.2915,3,397,2,21,M,H,101,400.0,IC,Violent Crimes,21.416666666666668,2020,9,6,20,6,7,0.0
11900    MONTANA                      AV,34.0473,-118.4768,8,831,1,31,F,W,123,0.0,IC,Property Crimes,2.45,2020,10,4,20,1,5,5.484796933490655
6200    TOPANGA CANYON               BL,34.1829,-118.6059,21,2156,1,43,M,W,248,0.0,IC,Property Crimes,18.5,2020,2,0,2,6,1,3.2188758248682006
ROSE,33.9957,-118.4778,14,1412,2,31,F,W,101,0.0,IC,Property Crimes,11.416666666666666,2020,2,3,13,3,1,0.0
132ND                        ST,33.9123,-118.2894,18,1851,1,45,F,H,101,0.0,IC,Property Crimes,20.5,2020,2,3,12,2,4,3.2188758248682006
5600    PACKARD                      ST,34.0518,-118.3583,7,753,2,49,M,W,501,511.0,AO,Crimes against Public Order,23.0,2020,6,3,20,5,2,4.795790545596741
4700    FOUNTAIN                     AV,34.0955,-118.2922,11,1163,1,31,F,W,221,0.0,IC,Property Crimes,13.0,2020,12,5,1,4,2,8.562740006372207
DURANGO                      AV,34.0508,-118.3885,8,858,1,40,M,W,101,0.0,AO,Property Crimes,12.0,2020,10,1,20,1,4,0.0
100 W  89TH                         ST,33.9555,-118.2739,18,1802,2,37,F,B,501,0.0,IC,Property Crimes,13.0,2020,6,4,18,3,2,5.262690188904886
13900    BADGER                       AV,34.3256,-118.4269,19,1906,1,45,M,H,101,0.0,IC,Property Crimes,14.5,2020,3,0,2,0,3,0.0
500 E  31ST                         ST,34.0186,-118.2657,13,1333,1,0,M,H,203,0.0,IC,Property Crimes,9.0,2020,1,6,12,6,3,0.0
6100    FRANKLIN                     AV,34.1053,-118.3226,6,638,2,28,F,W,502,400.0,AO,Violent Crimes,5.0,2020,8,3,6,3,5,0.0
1000 S  BROADWAY,34.0406,-118.2578,1,185,1,0,X,X,401,500.0,AA,Property Crimes,2.466666666666667,2020,8,0,17,0,6,0.0
6800    HOLLYWOOD                    BL,34.1016,-118.3387,6,645,2,0,X,X,911,500.0,IC,Other Crimes,11.333333333333334,2020,3,1,3,1,3,0.0
6TH,34.0439,-118.2479,1,155,1,33,M,W,102,312.0,IC,Violent Crimes,7.75,2020,7,6,19,6,6,0.0
100 E  84TH                         ST,33.9628,-118.2739,12,1268,1,19,M,H,101,114.0,IC,Violent Crimes,17.333333333333332,2020,8,3,27,3,4,0.0
5800 W  SUNSET                       BL,34.0998,-118.3211,6,647,1,30,M,W,123,0.0,IC,Property Crimes,21.5,2020,3,3,18,2,1,3.2188758248682006
PARTHENIA                    ST,34.2283,-118.4633,19,1982,1,0,,,101,0.0,IC,Property Crimes,3.0,2020,10,0,3,5,1,3.8918202981106265
4700    ASCOT                        AV,34.0011,-118.2499,13,1365,1,0,,,101,0.0,IC,Property Crimes,17.0,2020,5,5,2,5,1,0.0
12700    WOODCOCK                     AV,34.3009,-118.4489,19,1915,1,43,M,H,104,0.0,IC,Property Crimes,22.0,2020,1,0,5,6,2,3.2188758248682006
BALBOA,34.3216,-118.4957,19,1901,1,47,M,H,101,0.0,IC,Property Crimes,20.0,2021,1,5,30,2,2,4.290459441148391
500 W  92ND                         ST,33.9528,-118.2827,18,1801,1,29,F,H,506,400.0,AO,Violent Crimes,16.5,2020,5,2,13,2,9,0.0
10900    ROCHESTER                    AV,34.0561,-118.4428,8,833,1,24,M,W,707,0.0,IC,Property Crimes,18.0,2020,7,5,24,4,2,3.2188758248682006
2700 E  OLYMPIC                      BL,34.0243,-118.2198,4,497,1,0,,,101,0.0,IC,Property Crimes,15.25,2020,6,0,1,0,1,0.0
6400    NANCY                        ST,33.9771,-118.3989,14,1466,1,44,M,B,101,0.0,IC,Property Crimes,23.083333333333332,2020,1,3,8,2,1,3.2188758248682006
2400 S  FIGUEROA                     ST,34.0292,-118.2754,3,319,2,26,M,W,122,306.0,IC,Property Crimes,20.25,2020,12,3,23,2,4,3.2188758248682006
1500 S  BENTLEY                      AV,34.0497,-118.4448,8,855,1,21,F,W,123,0.0,IC,Property Crimes,23.0,2020,8,6,29,5,3,3.2188758248682006
3000    6TH                          AV,34.0261,-118.3236,3,335,1,0,,,101,0.0,IC,Property Crimes,21.0,2020,12,1,7,0,1,3.2188758248682006
11600    WOODCOCK                     AV,34.281,-118.4264,16,1611,2,48,M,H,122,0.0,IC,Property Crimes,10.0,2020,4,4,15,2,1,3.8918202981106265
MAIN                         ST,34.0453,-118.2499,1,154,1,30,M,W,102,0.0,IC,Property Crimes,11.5,2020,6,2,29,6,2,7.368339686311381
WESTMORELAND,34.0433,-118.2892,20,2088,1,54,M,H,101,0.0,IC,Property Crimes,18.5,2020,2,3,12,2,4,3.2188758248682006
PLUMMER                      ST,34.2427,-118.5886,17,1762,1,0,,,101,0.0,IC,Property Crimes,22.0,2020,5,4,7,3,1,3.2188758248682006
5300    CHESLEY                      AV,33.9931,-118.3344,12,1211,2,58,M,B,121,0.0,IC,Property Crimes,4.083333333333333,2020,9,4,11,4,1,0.0
7700    GLORIA                       AV,34.2104,-118.4793,10,1018,1,51,M,H,203,0.0,IC,Property Crimes,13.0,2020,10,0,25,6,4,3.2188758248682006
7000 W  SUNSET                       BL,34.098,-118.3416,6,645,2,0,X,X,210,500.0,IC,Property Crimes,9.5,2020,5,3,14,3,2,0.0
6500    DENVER                       AV,33.9795,-118.2838,12,1249,2,29,F,B,501,0.0,IC,Fraud and White-Collar Crimes,19.916666666666668,2020,10,3,10,4,5,7.887959336599945
1100 S  BUNDY                        DR,34.0452,-118.4681,8,831,1,50,M,W,502,0.0,AO,Property Crimes,21.0,2020,10,0,23,4,7,4.290459441148391
1100 N  BEACHWOOD                    DR,34.0908,-118.3212,6,667,2,29,F,W,502,102.0,AA,Crimes against Public Order,19.5,2020,12,3,17,3,3,0.0
5400    WILSHIRE                     BL,34.0633,-118.3473,7,735,1,31,M,H,203,0.0,IC,Property Crimes,12.0,2020,7,3,9,3,3,0.0
1100    CALADA                       ST,34.0211,-118.1966,4,499,1,21,F,H,101,0.0,IC,Property Crimes,4.0,2020,2,5,22,5,2,0.0
